data/R/hc/000_active.txt	24.8	1.1	0.838806	0.023769	0.994411	16.206112	0.078739	0.983744	1.002842	0.000596	0.999998	16.206112	0.078739	0.983744	0.956074	0.008037	0.999506	11.0	-4.6	1.034550	0.018013	0.999650	1.348309	0.172171	0.981517	0.825336	0.065905	0.992690
data/R/hc/000_sleep.txt	24.8	1.1	0.431095	0.045738	0.926959	14.155416	0.050789	0.991069	1.007216	0.000725	0.999996	14.155416	0.050789	0.991069	0.723986	0.034533	0.984324	2.0	-2.8	1.084563	0.021312	0.999554	1.367544	0.240554	0.965500	0.562475	0.135699	0.937018
data/R/hc/001_active.txt	24.8	1.1	0.910814	0.013154	0.998542	16.409805	0.082374	0.982667	1.002064	0.000488	0.999998	16.409805	0.082374	0.982667	0.972892	0.005530	0.999774	24.8	-1.3	1.030021	0.020110	0.999560	1.369607	0.342509	0.932642	0.888769	0.038019	0.997891
data/R/hc/001_sleep.txt	24.8	1.1	0.705844	0.058246	0.954503	14.186880	0.031263	0.996612	1.010004	0.002159	0.999968	14.186880	0.031263	0.996612	0.825261	0.043196	0.981183	24.8	-1.3	1.140809	0.083303	0.993880	1.612225	0.429082	0.924385	0.689151	0.141005	0.953883
data/R/hc/011_active.txt	24.8	1.1	0.854513	0.018288	0.996804	15.834801	0.087304	0.979165	0.999326	0.009326	0.999391	15.834801	0.087304	0.979165	0.950860	0.002099	0.999966	9.2	-18.1	1.174533	0.221581	0.960521	2.910837	0.925436	0.895472	0.854060	0.051344	0.995844
data/R/hc/011_sleep.txt	24.8	1.1	0.790490	0.031524	0.988990	15.711851	0.071526	0.985701	0.994665	0.003527	0.999912	15.711851	0.071526	0.985701	0.930310	0.010960	0.999029	8.9	-0.7	1.057960	0.036633	0.998617	1.559747	0.566419	0.867832	0.781061	0.084656	0.986615
data/R/hc/021_active.txt	24.8	1.1	0.884126	0.015766	0.997779	16.416912	0.082897	0.982465	1.001925	0.000452	0.999999	16.416912	0.082897	0.982465	0.970367	0.005981	0.999734	24.8	-2.8	1.023503	0.013719	0.999793	1.276446	0.211578	0.969247	0.861471	0.040740	0.997424
data/R/hc/021_sleep.txt	24.8	1.1	0.425783	0.055505	0.893689	14.403661	0.043819	0.993563	1.004533	0.000346	0.999999	14.403661	0.043819	0.993563	0.746663	0.044065	0.976200	2.0	-1.3	1.082857	0.035852	0.998736	1.465952	0.489026	0.886121	0.583409	0.173577	0.907255
data/R/hc/030_active.txt	24.8	1.1	0.858749	0.007412	0.999479	15.107689	0.085419	0.978112	0.998645	0.009183	0.999408	15.107689	0.085419	0.978112	0.920336	0.008563	0.999394	17.6	-0.7	1.279604	0.151439	0.984082	2.799376	0.732347	0.926751	0.839676	0.020687	0.999299
data/R/hc/030_sleep.txt	24.8	1.1	0.381089	0.060584	0.849679	12.197942	0.009325	0.999591	0.961684	0.009000	0.999387	12.197942	0.009325	0.999591	0.643738	0.055786	0.950056	1.7	-1.3	1.109226	0.033261	0.998963	1.794984	0.314696	0.965720	0.578409	0.163752	0.915281
data/R/hc/031_active.txt	24.8	1.1	0.899335	0.018992	0.996888	16.600624	0.086378	0.981400	1.001065	0.000326	0.999999	16.600624	0.086378	0.981400	0.983353	0.004291	0.999867	11.6	-2.5	1.013007	0.009916	0.999889	1.200374	0.235960	0.957282	0.888061	0.053780	0.995783
data/R/hc/031_sleep.txt	24.8	1.1	0.503846	0.025698	0.982116	13.533170	0.047254	0.991538	1.010609	0.001159	0.999991	13.533170	0.047254	0.991538	0.732951	0.014355	0.997322	2.9	-3.4	1.124376	0.033811	0.998957	1.431872	0.212778	0.975132	0.544993	0.082821	0.974023
data/R/hc/040_active.txt	24.8	1.1	0.839092	0.028602	0.991932	16.215141	0.083208	0.981901	0.999882	0.001926	0.999974	16.215141	0.083208	0.981901	0.962422	0.004196	0.999867	6.8	-0.4	1.068585	0.044546	0.997997	1.560742	0.430396	0.919269	0.850348	0.075967	0.990867
data/R/hc/040_sleep.txt	24.8	1.1	0.554395	0.059809	0.924669	14.001059	0.038149	0.994830	0.996986	0.001739	0.999979	14.001059	0.038149	0.994830	0.780771	0.037523	0.984089	3.2	-1.0	1.096691	0.033514	0.998923	1.576060	0.460052	0.910416	0.604154	0.154309	0.929941
data/R/hc/041_active.txt	24.8	1.1	0.898095	0.012963	0.998544	16.203968	0.082064	0.982363	0.992359	0.002010	0.999971	16.203968	0.082064	0.982363	0.964154	0.004948	0.999816	19.4	-1.0	1.021124	0.017513	0.999660	1.465263	0.571834	0.850422	0.878140	0.039260	0.997697
data/R/hc/041_sleep.txt	24.8	1.1	0.530120	0.024157	0.985672	12.903106	0.027086	0.996925	1.013898	0.001497	0.999985	12.903106	0.027086	0.996925	0.725767	0.026183	0.990972	4.7	-2.2	1.175189	0.053312	0.997629	1.533453	0.273239	0.964630	0.538694	0.067361	0.982263
